SoilTestPotassiumKelownaRangeId,SoilTestPotassiumRegionCode,PotassiumCropGroupRegionCode,K2ORecommendationKilogramPerHectare,StaticDataVersionId
6,1,3,40,6
6,1,2,30,6
5,2,3,60,6
4,1,5,250,6
7,2,1,0,6
7,1,4,60,6
8,3,3,40,6
8,2,6,0,6
8,3,1,15,6
8,2,5,80,6
4,3,4,100,6
4,3,6,0,6
4,2,1,0,6
4,3,5,125,6
8,3,2,30,6
4,2,5,250,6
4,2,3,80,6
4,3,1,40,6
4,2,4,150,6
4,2,6,0,6
4,1,4,150,6
4,3,2,60,6
4,2,2,60,6
4,3,3,80,6
4,1,6,0,6
7,1,5,100,6
8,1,5,80,6
8,1,4,60,6
7,1,2,30,6
7,1,1,0,6
7,2,2,30,6
7,1,6,0,6
7,2,4,60,6
7,2,3,40,6
7,3,5,60,6
7,3,6,0,6
8,3,5,40,6
8,3,4,40,6
8,2,4,60,6
8,2,3,20,6
12,1,4,40,6
8,1,6,0,6
8,1,1,0,6
8,1,3,20,6
8,3,6,0,6
8,1,2,20,6
8,2,2,20,6
12,3,2,0,6
9,3,3,40,6
12,3,3,0,6
14,2,4,0,6
14,3,4,0,6
14,1,5,0,6
14,3,2,0,6
14,2,6,0,6
14,3,1,0,6
14,1,3,0,6
10,2,4,40,6
14,1,6,0,6
14,2,1,0,6
14,1,4,0,6
14,2,3,0,6
14,1,1,0,6
14,2,5,0,6
14,1,2,0,6
14,3,6,0,6
14,2,2,0,6
14,3,5,0,6
10,2,3,10,6
10,3,1,10,6
5,3,2,50,6
12,3,1,0,6
10,2,1,0,6
10,1,6,0,6
10,1,5,60,6
10,1,4,40,6
10,2,5,40,6
10,1,2,20,6
10,2,6,0,6
10,3,2,20,6
10,1,1,0,6
10,1,3,20,6
10,2,2,10,6
10,3,6,0,6
10,3,5,30,6
10,3,3,30,6
10,3,4,40,6
14,3,3,0,6
5,3,1,30,6
9,2,1,0,6
13,2,1,0,6
13,2,3,0,6
13,2,4,0,6
13,2,6,0,6
13,3,1,0,6
13,3,3,0,6
13,3,4,0,6
13,3,6,0,6
13,1,4,20,6
13,1,5,20,6
13,3,5,0,6
12,3,4,0,6
12,2,3,0,6
12,2,6,0,6
12,1,2,20,6
9,2,6,0,6
13,1,6,0,6
13,2,2,0,6
13,3,2,0,6
13,1,1,0,6
13,2,5,0,6
9,1,6,0,6
9,3,4,40,6
9,2,3,20,6
9,1,4,50,6
9,1,1,0,6
9,2,2,20,6
9,2,5,60,6
9,1,3,20,6
9,3,1,15,6
13,1,3,10,6
9,2,4,40,6
9,1,2,20,6
13,1,2,10,6
9,3,5,40,6
9,3,2,30,6
9,3,6,0,6
9,1,5,70,6
11,1,1,0,7
11,2,5,40,7
11,1,3,20,7
11,1,2,20,7
11,2,2,0,7
11,2,1,0,7
11,2,3,0,7
11,2,4,20,7
11,3,4,20,7
11,3,3,0,7
11,3,1,0,7
11,2,6,0,7
11,3,2,0,7
5,2,6,0,7
5,3,4,80,7
11,3,6,0,7
5,3,3,60,7
11,3,5,0,7
11,1,4,40,7
12,3,4,0,7
11,1,6,0,7
5,3,5,100,7
12,2,3,0,7
12,2,6,0,7
12,1,2,20,7
12,3,3,0,7
12,3,1,0,7
12,3,2,0,7
12,1,4,40,7
11,1,5,40,7
12,3,5,0,7
12,2,2,0,7
12,2,1,0,7
12,1,1,0,7
12,1,5,40,7
12,1,6,0,7
12,2,5,20,7
12,2,4,0,7
12,1,3,20,7
12,3,6,0,7
5,3,6,0,7
2,1,6,0,7
5,2,4,100,7
2,1,1,0,7
2,1,3,150,7
2,3,6,0,7
2,2,1,0,7
13,1,2,10,7
2,1,4,200,7
2,1,5,250,7
3,3,5,150,7
3,2,2,80,7
3,3,3,100,7
3,3,2,80,7
3,3,1,60,7
3,3,6,0,7
3,3,4,125,7
3,2,3,100,7
3,2,4,200,7
3,1,3,100,7
2,2,2,100,7
2,2,4,200,7
2,2,3,150,7
2,3,2,100,7
5,2,3,60,7
5,2,2,40,7
5,2,1,0,7
5,1,6,0,7
5,1,5,200,7
5,1,4,100,7
5,1,3,60,7
5,1,2,40,7
5,2,5,200,7
5,1,1,0,7
5,3,2,50,7
2,3,5,200,7
2,2,5,250,7
2,3,3,125,7
2,1,2,100,7
2,3,1,80,7
2,2,6,0,7
2,3,4,150,7
5,3,1,30,7
13,1,3,10,7
9,2,6,0,7
13,1,1,0,7
1,2,3,200,7
1,2,4,200,7
1,2,5,250,7
1,3,6,0,7
1,3,5,250,7
1,3,4,200,7
1,3,3,150,7
1,3,2,125,7
1,2,1,0,7
1,3,1,100,7
1,1,5,250,7
1,1,6,0,7
14,2,4,0,7
14,3,4,0,7
14,1,5,0,7
14,3,2,0,7
14,2,6,0,7
14,3,1,0,7
1,2,6,0,7
14,1,3,0,7
1,1,1,0,7
1,1,3,200,7
10,2,1,0,7
10,1,6,0,7
10,1,5,60,7
10,1,4,40,7
10,2,5,40,7
10,2,6,0,7
10,3,4,40,7
10,3,2,20,7
1,1,2,150,7
10,1,1,0,7
10,1,3,20,7
10,2,2,10,7
10,3,6,0,7
10,3,5,30,7
10,3,3,30,7
10,3,1,10,7
1,2,2,150,7
1,1,4,200,7
10,1,2,20,7
13,2,5,0,7
14,1,6,0,7
14,2,2,0,7
9,2,1,0,7
9,1,6,0,7
9,1,4,50,7
9,1,5,70,7
13,2,2,0,7
13,3,6,0,7
13,2,1,0,7
13,2,3,0,7
9,3,4,40,7
13,2,4,0,7
13,2,6,0,7
13,3,1,0,7
13,3,3,0,7
13,3,4,0,7
13,3,2,0,7
13,1,4,20,7
13,1,6,0,7
13,1,5,20,7
13,3,5,0,7
14,2,1,0,7
9,2,3,20,7
9,1,3,20,7
14,1,4,0,7
14,2,3,0,7
14,1,1,0,7
14,2,5,0,7
14,1,2,0,7
14,3,6,0,7
14,3,5,0,7
14,3,3,0,7
9,1,1,0,7
9,2,2,20,7
9,2,5,60,7
9,3,1,15,7
3,2,5,250,7
9,3,3,40,7
9,3,2,30,7
9,3,5,40,7
9,3,6,0,7
9,1,2,20,7
9,2,4,40,7
3,1,2,80,7
8,2,5,80,7
3,1,4,200,7
7,3,6,0,7
7,3,5,60,7
7,2,3,40,7
7,2,4,60,7
7,1,6,0,7
7,2,2,30,7
7,1,1,0,7
6,3,2,50,7
7,1,2,30,7
7,1,4,60,7
7,1,5,100,7
7,2,1,0,7
7,3,3,40,7
7,2,6,0,7
7,2,5,100,7
7,3,2,30,7
7,1,3,40,7
7,3,1,20,7
6,2,3,40,7
6,3,6,0,7
10,2,3,10,7
3,2,1,0,7
6,3,4,60,7
6,2,2,30,7
6,2,1,0,7
6,1,6,0,7
6,1,5,150,7
6,3,5,80,7
6,1,4,80,7
6,2,4,80,7
6,2,6,0,7
6,3,1,30,7
6,3,3,50,7
6,2,5,150,7
6,1,1,0,7
6,1,2,30,7
6,1,3,40,7
7,3,4,40,7
10,2,4,40,7
8,3,1,15,7
4,1,3,80,7
4,1,1,0,7
4,1,5,250,7
4,1,2,60,7
4,3,3,80,7
4,2,2,60,7
4,3,2,60,7
4,1,4,150,7
4,2,6,0,7
4,2,4,150,7
4,3,1,40,7
3,1,5,250,7
3,1,6,0,7
3,2,6,0,7
3,1,1,0,7
8,2,6,0,7
4,2,3,80,7
4,1,6,0,7
4,2,5,250,7
4,3,5,125,7
8,3,3,40,7
4,2,1,0,7
8,3,2,30,7
8,1,5,80,7
8,3,5,40,7
8,1,4,60,7
8,1,2,20,7
8,3,6,0,7
8,1,3,20,7
8,1,1,0,7
4,3,6,0,7
4,3,4,100,7
8,1,6,0,7
8,2,1,0,7
8,2,3,20,7
8,2,4,60,7
8,2,2,20,7
8,3,4,40,7
2,1,4,200,8
2,3,2,100,8
2,2,1,0,8
2,1,5,250,8
2,2,2,100,8
2,2,4,200,8
2,2,3,150,8
2,3,5,200,8
2,2,6,0,8
2,3,3,125,8
2,1,2,100,8
2,3,1,80,8
2,3,4,150,8
1,2,3,200,8
1,2,4,200,8
2,3,6,0,8
1,2,5,250,8
2,2,5,250,8
2,1,3,150,8
3,3,4,125,8
2,1,6,0,8
1,3,6,0,8
3,3,5,150,8
3,2,2,80,8
3,3,3,100,8
3,3,2,80,8
3,3,1,60,8
3,3,6,0,8
3,2,3,100,8
2,1,1,0,8
3,2,4,200,8
3,2,5,250,8
3,1,2,80,8
3,1,4,200,8
3,2,1,0,8
3,1,5,250,8
3,1,6,0,8
3,2,6,0,8
3,1,1,0,8
3,1,3,100,8
1,3,5,250,8
11,1,4,40,8
1,3,3,150,8
11,2,6,0,8
11,3,2,0,8
11,3,6,0,8
11,3,5,0,8
4,3,4,100,8
11,1,6,0,8
11,1,5,40,8
12,3,4,0,8
12,2,3,0,8
12,2,6,0,8
12,1,2,20,8
12,3,3,0,8
12,3,1,0,8
12,3,2,0,8
12,1,4,40,8
12,3,5,0,8
12,2,2,0,8
11,3,1,0,8
11,3,3,0,8
11,3,4,20,8
11,2,4,20,8
1,3,2,125,8
1,2,1,0,8
1,3,1,100,8
1,1,5,250,8
1,1,6,0,8
1,2,6,0,8
1,1,1,0,8
1,1,3,200,8
1,3,4,200,8
1,1,2,150,8
1,1,4,200,8
11,1,1,0,8
11,2,5,40,8
11,1,3,20,8
11,1,2,20,8
11,2,2,0,8
11,2,1,0,8
11,2,3,0,8
1,2,2,150,8
4,3,6,0,8
8,3,2,30,8
4,3,5,125,8
6,1,6,0,8
6,1,5,150,8
6,3,5,80,8
6,1,4,80,8
6,2,4,80,8
6,2,6,0,8
6,3,1,30,8
6,3,3,50,8
6,2,1,0,8
6,2,5,150,8
6,1,2,30,8
6,1,3,40,8
7,3,6,0,8
7,3,5,60,8
7,2,3,40,8
7,2,4,60,8
7,1,6,0,8
7,2,2,30,8
6,1,1,0,8
7,1,1,0,8
6,2,2,30,8
6,3,6,0,8
5,3,3,60,8
5,3,5,100,8
5,3,6,0,8
5,2,4,100,8
5,2,3,60,8
5,2,2,40,8
5,2,1,0,8
5,1,6,0,8
6,3,4,60,8
5,1,5,200,8
5,1,3,60,8
5,1,2,40,8
5,2,5,200,8
5,1,1,0,8
5,3,2,50,8
5,3,1,30,8
6,3,2,50,8
6,2,3,40,8
5,1,4,100,8
4,2,1,0,8
7,1,2,30,8
7,1,5,100,8
8,2,3,20,8
8,2,4,60,8
8,2,2,20,8
8,3,4,40,8
4,1,3,80,8
4,1,1,0,8
4,1,5,250,8
4,1,2,60,8
8,2,1,0,8
4,3,3,80,8
4,3,2,60,8
4,1,4,150,8
4,2,6,0,8
4,2,4,150,8
4,3,1,40,8
4,2,3,80,8
4,1,6,0,8
4,2,5,250,8
4,2,2,60,8
7,1,4,60,8
8,1,6,0,8
8,1,3,20,8
7,2,1,0,8
7,3,3,40,8
7,2,6,0,8
7,2,5,100,8
7,3,2,30,8
7,1,3,40,8
7,3,1,20,8
7,3,4,40,8
8,1,1,0,8
8,2,5,80,8
8,2,6,0,8
8,3,3,40,8
12,2,1,0,8
8,1,5,80,8
8,3,5,40,8
8,1,4,60,8
8,1,2,20,8
8,3,6,0,8
8,3,1,15,8
12,1,1,0,8
9,3,4,40,8
12,1,6,0,8
14,3,3,0,8
14,3,5,0,8
14,3,6,0,8
14,1,2,0,8
14,2,5,0,8
14,1,1,0,8
14,2,3,0,8
10,2,1,0,8
14,1,4,0,8
14,2,2,0,8
14,1,6,0,8
14,1,3,0,8
14,3,1,0,8
14,2,6,0,8
14,3,2,0,8
14,1,5,0,8
14,2,1,0,8
14,3,4,0,8
10,1,6,0,8
10,1,4,40,8
5,3,4,80,8
12,1,5,40,8
10,2,4,40,8
10,2,3,10,8
10,1,2,20,8
10,3,1,10,8
10,3,3,30,8
10,1,5,60,8
10,3,5,30,8
10,2,2,10,8
10,1,3,20,8
10,1,1,0,8
10,3,2,20,8
10,3,4,40,8
10,2,6,0,8
10,2,5,40,8
10,3,6,0,8
14,2,4,0,8
5,2,6,0,8
9,1,2,20,8
13,3,3,0,8
13,3,1,0,8
13,2,6,0,8
13,2,4,0,8
13,2,3,0,8
13,2,1,0,8
13,3,6,0,8
13,3,4,0,8
13,2,5,0,8
13,1,3,10,8
13,1,2,10,8
12,3,6,0,8
12,1,3,20,8
12,2,4,0,8
12,2,5,20,8
9,2,4,40,8
13,1,1,0,8
13,3,2,0,8
13,2,2,0,8
13,1,6,0,8
9,3,5,40,8
13,1,4,20,8
9,3,6,0,8
9,3,3,40,8
9,3,1,15,8
9,2,2,20,8
9,1,1,0,8
9,1,3,20,8
9,2,5,60,8
9,2,3,20,8
13,1,5,20,8
13,3,5,0,8
9,2,1,0,8
9,2,6,0,8
9,1,4,50,8
9,1,5,70,8
9,1,6,0,8
9,3,2,30,8
11,2,5,40,9
11,3,1,0,9
11,1,3,20,9
11,1,1,0,9
11,2,4,20,9
11,3,4,20,9
11,3,3,0,9
11,1,5,40,9
11,2,6,0,9
11,3,5,0,9
11,3,6,0,9
11,3,2,0,9
11,1,4,40,9
6,2,3,40,9
6,3,2,50,9
11,1,2,20,9
6,3,4,60,9
11,1,6,0,9
11,2,2,0,9
12,1,1,0,9
11,2,3,0,9
6,3,6,0,9
12,2,5,20,9
12,2,4,0,9
12,1,3,20,9
12,3,6,0,9
12,1,5,40,9
12,1,6,0,9
12,2,1,0,9
11,2,1,0,9
12,2,2,0,9
12,1,4,40,9
12,3,2,0,9
12,3,1,0,9
12,3,3,0,9
12,1,2,20,9
12,2,6,0,9
12,2,3,0,9
12,3,4,0,9
12,3,5,0,9
6,2,2,30,9
2,2,1,0,9
6,1,3,40,9
2,2,3,150,9
2,2,4,200,9
2,2,2,100,9
2,1,5,250,9
13,3,3,0,9
2,3,2,100,9
2,1,4,200,9
3,1,3,100,9
3,1,1,0,9
3,2,6,0,9
3,1,6,0,9
3,1,5,250,9
3,2,1,0,9
3,1,4,200,9
3,1,2,80,9
3,2,5,250,9
3,2,4,200,9
2,3,5,200,9
2,2,6,0,9
2,3,3,125,9
2,1,2,100,9
6,1,2,30,9
6,2,5,150,9
6,2,1,0,9
6,3,3,50,9
6,3,1,30,9
6,2,6,0,9
6,2,4,80,9
6,1,4,80,9
6,1,1,0,9
6,3,5,80,9
6,1,6,0,9
2,1,1,0,9
2,1,6,0,9
2,1,3,150,9
2,2,5,250,9
2,3,6,0,9
2,3,4,150,9
2,3,1,80,9
6,1,5,150,9
13,3,1,0,9
9,2,6,0,9
13,2,4,0,9
10,1,3,20,9
10,2,2,10,9
10,3,5,30,9
10,1,5,60,9
10,3,3,30,9
10,3,1,10,9
10,1,2,20,9
10,2,3,10,9
10,1,1,0,9
10,2,4,40,9
10,1,6,0,9
10,2,1,0,9
14,2,4,0,9
14,3,4,0,9
14,2,1,0,9
14,1,5,0,9
14,3,2,0,9
14,2,6,0,9
10,1,4,40,9
14,3,1,0,9
10,3,2,20,9
10,2,6,0,9
1,1,2,150,9
1,3,4,200,9
1,1,3,200,9
1,1,1,0,9
1,2,6,0,9
1,1,6,0,9
1,1,5,250,9
1,3,1,100,9
10,3,4,40,9
1,2,1,0,9
1,3,3,150,9
1,3,5,250,9
1,3,6,0,9
1,2,5,250,9
1,2,4,200,9
1,2,3,200,9
10,3,6,0,9
10,2,5,40,9
1,3,2,125,9
13,2,6,0,9
14,1,3,0,9
14,2,2,0,9
9,3,5,40,9
9,2,4,40,9
9,1,2,20,9
9,3,4,40,9
13,3,5,0,9
13,1,5,20,9
13,1,4,20,9
13,1,6,0,9
9,3,6,0,9
13,2,2,0,9
13,1,1,0,9
13,1,2,10,9
13,1,3,10,9
13,2,5,0,9
13,3,4,0,9
13,3,6,0,9
13,2,1,0,9
13,2,3,0,9
13,3,2,0,9
14,1,6,0,9
9,3,3,40,9
9,2,2,20,9
14,1,4,0,9
14,2,3,0,9
14,1,1,0,9
14,2,5,0,9
14,1,2,0,9
14,3,6,0,9
14,3,5,0,9
14,3,3,0,9
9,3,1,15,9
9,3,2,30,9
9,1,5,70,9
9,1,4,50,9
3,2,3,100,9
9,2,1,0,9
9,2,3,20,9
9,2,5,60,9
9,1,3,20,9
9,1,1,0,9
9,1,6,0,9
3,3,6,0,9
8,1,5,80,9
3,3,2,80,9
7,3,6,0,9
7,3,5,60,9
7,2,3,40,9
7,2,4,60,9
7,1,6,0,9
7,2,2,30,9
7,1,1,0,9
5,2,6,0,9
7,1,2,30,9
7,1,4,60,9
7,2,1,0,9
7,3,3,40,9
7,2,6,0,9
7,2,5,100,9
7,3,2,30,9
7,1,3,40,9
7,1,5,100,9
7,3,1,20,9
5,3,4,80,9
5,3,1,30,9
1,1,4,200,9
3,3,1,60,9
5,3,3,60,9
5,3,5,100,9
5,3,6,0,9
5,2,4,100,9
5,2,3,60,9
5,1,4,100,9
5,2,2,40,9
5,1,6,0,9
5,1,5,200,9
5,1,3,60,9
5,1,2,40,9
5,2,5,200,9
5,1,1,0,9
5,3,2,50,9
5,2,1,0,9
7,3,4,40,9
1,2,2,150,9
8,2,3,20,9
4,1,5,250,9
4,1,2,60,9
4,3,3,80,9
4,3,2,60,9
4,1,4,150,9
4,2,6,0,9
4,2,4,150,9
4,1,1,0,9
4,2,3,80,9
4,2,5,250,9
4,2,2,60,9
3,3,4,125,9
3,3,5,150,9
3,2,2,80,9
3,3,3,100,9
8,3,2,30,9
4,1,6,0,9
4,1,3,80,9
4,3,1,40,9
4,3,5,125,9
8,2,2,20,9
4,2,1,0,9
8,2,4,60,9
8,2,1,0,9
8,1,6,0,9
8,1,1,0,9
8,2,5,80,9
8,2,6,0,9
8,1,3,20,9
8,3,3,40,9
4,3,6,0,9
4,3,4,100,9
8,3,6,0,9
8,3,1,15,9
8,1,4,60,9
8,3,5,40,9
8,1,2,20,9
8,3,4,40,9
2,1,6,0,10
2,3,5,200,10
2,1,3,150,10
2,1,1,0,10
2,1,2,100,10
2,3,3,125,10
2,2,6,0,10
2,1,4,200,10
2,2,3,150,10
2,1,5,250,10
2,2,2,100,10
2,2,4,200,10
2,2,1,0,10
10,2,5,40,10
10,3,6,0,10
2,2,5,250,10
10,3,4,40,10
2,3,2,100,10
2,3,6,0,10
3,3,6,0,10
2,3,1,80,10
10,2,6,0,10
3,3,3,100,10
3,2,2,80,10
3,3,5,150,10
3,3,4,125,10
3,3,1,60,10
3,3,2,80,10
3,2,3,100,10
2,3,4,150,10
3,2,4,200,10
3,1,2,80,10
3,1,4,200,10
3,2,1,0,10
3,1,5,250,10
3,1,6,0,10
3,2,6,0,10
3,1,1,0,10
3,1,3,100,10
3,2,5,250,10
10,3,2,20,10
11,1,3,20,10
10,2,1,0,10
11,3,3,0,10
11,3,4,20,10
11,2,4,20,10
11,1,1,0,10
4,1,5,250,10
11,3,1,0,10
11,2,5,40,10
12,3,5,0,10
12,3,4,0,10
12,2,3,0,10
12,2,6,0,10
12,1,2,20,10
12,3,3,0,10
12,3,1,0,10
12,3,2,0,10
12,1,4,40,10
12,2,2,0,10
11,1,5,40,10
11,2,6,0,10
11,3,5,0,10
11,3,6,0,10
10,1,6,0,10
10,2,4,40,10
10,1,1,0,10
10,2,3,10,10
10,1,2,20,10
10,3,1,10,10
10,3,3,30,10
10,1,5,60,10
10,1,4,40,10
10,3,5,30,10
10,1,3,20,10
11,2,1,0,10
11,2,3,0,10
11,2,2,0,10
11,1,6,0,10
11,1,2,20,10
11,1,4,40,10
11,3,2,0,10
10,2,2,10,10
4,1,2,60,10
8,3,1,15,10
4,3,2,60,10
5,1,5,200,10
5,1,6,0,10
5,2,2,40,10
5,1,4,100,10
5,2,3,60,10
5,2,4,100,10
5,3,6,0,10
5,3,5,100,10
5,1,3,60,10
5,3,3,60,10
5,3,4,80,10
5,2,6,0,10
7,3,4,40,10
7,3,1,20,10
7,1,5,100,10
7,1,3,40,10
7,3,2,30,10
7,2,5,100,10
5,3,1,30,10
7,2,6,0,10
5,1,2,40,10
5,1,1,0,10
6,3,5,80,10
6,1,1,0,10
6,1,4,80,10
6,2,4,80,10
6,2,6,0,10
6,3,1,30,10
6,3,3,50,10
6,2,1,0,10
5,2,5,200,10
6,2,5,150,10
6,1,3,40,10
6,2,2,30,10
6,3,6,0,10
6,3,4,60,10
6,3,2,50,10
6,2,3,40,10
5,2,1,0,10
5,3,2,50,10
6,1,2,30,10
4,3,3,80,10
7,3,3,40,10
7,1,4,60,10
8,2,2,20,10
8,3,2,30,10
8,2,3,20,10
8,1,5,80,10
4,3,4,100,10
4,3,6,0,10
4,2,1,0,10
4,3,5,125,10
8,2,4,60,10
4,3,1,40,10
4,1,6,0,10
4,2,2,60,10
4,2,5,250,10
4,2,3,80,10
4,1,1,0,10
4,2,4,150,10
4,2,6,0,10
4,1,4,150,10
4,1,3,80,10
7,2,1,0,10
8,2,1,0,10
8,1,1,0,10
7,1,2,30,10
7,1,1,0,10
7,2,2,30,10
7,1,6,0,10
7,2,4,60,10
7,2,3,40,10
7,3,5,60,10
7,3,6,0,10
8,1,6,0,10
8,3,4,40,10
8,3,5,40,10
8,1,4,60,10
12,2,1,0,10
8,3,6,0,10
8,3,3,40,10
8,1,3,20,10
8,2,6,0,10
8,2,5,80,10
8,1,2,20,10
12,1,6,0,10
9,2,1,0,10
12,3,6,0,10
14,2,4,0,10
14,3,4,0,10
14,2,1,0,10
14,1,5,0,10
14,3,2,0,10
14,2,6,0,10
14,3,1,0,10
1,2,2,150,10
14,1,3,0,10
14,1,6,0,10
14,1,4,0,10
14,2,3,0,10
14,1,1,0,10
14,2,5,0,10
14,1,2,0,10
14,3,6,0,10
14,2,2,0,10
14,3,5,0,10
1,1,4,200,10
1,2,3,200,10
6,1,6,0,10
12,1,5,40,10
1,1,2,150,10
1,3,4,200,10
1,1,3,200,10
1,1,1,0,10
1,2,6,0,10
1,3,2,125,10
1,1,6,0,10
1,3,1,100,10
1,2,1,0,10
1,3,3,150,10
1,3,5,250,10
1,3,6,0,10
1,2,5,250,10
1,2,4,200,10
1,1,5,250,10
14,3,3,0,10
6,1,5,150,10
9,3,5,40,10
13,1,4,20,10
13,1,6,0,10
13,2,2,0,10
13,1,1,0,10
13,1,2,10,10
13,1,3,10,10
13,2,5,0,10
13,1,5,20,10
13,3,6,0,10
13,2,3,0,10
13,3,2,0,10
12,1,1,0,10
12,2,5,20,10
12,2,4,0,10
12,1,3,20,10
9,2,6,0,10
13,2,1,0,10
13,3,5,0,10
13,3,4,0,10
13,2,4,0,10
9,1,2,20,10
13,2,6,0,10
9,2,4,40,10
9,3,6,0,10
9,3,3,40,10
9,3,1,15,10
9,3,2,30,10
9,1,5,70,10
9,2,2,20,10
9,1,4,50,10
13,3,1,0,10
13,3,3,0,10
9,1,1,0,10
9,1,6,0,10
9,2,5,60,10
9,2,3,20,10
9,1,3,20,10
9,3,4,40,10
8,3,1,15,12
8,2,2,20,12
8,3,2,30,12
8,2,6,0,12
8,2,5,80,12
8,2,4,60,12
8,2,3,20,12
8,2,1,0,12
8,1,2,20,12
8,1,5,80,12
8,1,4,60,12
8,1,3,20,12
8,1,1,0,12
7,3,6,0,12
7,3,5,60,12
8,3,3,40,12
7,3,4,40,12
8,1,6,0,12
8,3,4,40,12
9,2,6,0,12
8,3,6,0,12
7,3,3,40,12
9,3,6,0,12
9,3,5,40,12
9,3,4,40,12
9,3,3,40,12
9,3,2,30,12
9,3,1,15,12
9,2,5,60,12
8,3,5,40,12
9,2,4,40,12
9,2,2,20,12
9,2,1,0,12
9,1,6,0,12
9,1,5,70,12
9,1,4,50,12
9,1,3,20,12
9,1,2,20,12
9,1,1,0,12
9,2,3,20,12
7,3,2,30,12
6,1,3,40,12
7,2,6,0,12
6,2,1,0,12
6,1,6,0,12
6,1,5,150,12
6,1,4,80,12
10,1,1,0,12
6,1,2,30,12
6,1,1,0,12
5,3,6,0,12
5,3,5,100,12
5,3,4,80,12
5,3,3,60,12
5,3,2,50,12
5,3,1,30,12
5,2,6,0,12
5,2,5,200,12
5,2,4,100,12
5,2,3,60,12
6,2,2,30,12
6,2,3,40,12
6,2,4,80,12
6,2,5,150,12
7,2,5,100,12
7,2,4,60,12
7,2,3,40,12
7,2,2,30,12
7,2,1,0,12
7,1,6,0,12
7,1,5,100,12
7,1,4,60,12
7,3,1,20,12
7,1,3,40,12
7,1,1,0,12
6,3,6,0,12
6,3,5,80,12
6,3,4,60,12
6,3,3,50,12
6,3,2,50,12
6,3,1,30,12
6,2,6,0,12
7,1,2,30,12
10,1,2,20,12
11,3,2,0,12
10,1,4,40,12
13,2,6,0,12
13,2,5,0,12
13,2,4,0,12
13,2,3,0,12
13,2,2,0,12
13,2,1,0,12
13,1,6,0,12
13,1,5,20,12
13,3,1,0,12
13,1,4,20,12
13,1,2,10,12
13,1,1,0,12
12,3,6,0,12
12,3,5,0,12
12,3,4,0,12
12,3,3,0,12
12,3,2,0,12
12,3,1,0,12
13,1,3,10,12
12,2,6,0,12
13,3,2,0,12
13,3,4,0,12
14,3,4,0,12
14,3,3,0,12
14,3,2,0,12
14,3,1,0,12
14,2,6,0,12
14,2,5,0,12
14,2,4,0,12
14,2,3,0,12
13,3,3,0,12
14,2,2,0,12
14,1,6,0,12
14,1,5,0,12
14,1,4,0,12
14,1,3,0,12
14,1,2,0,12
14,1,1,0,12
13,3,6,0,12
13,3,5,0,12
14,2,1,0,12
10,1,3,20,12
12,2,5,20,12
12,2,3,0,12
11,1,4,40,12
11,1,3,20,12
11,1,2,20,12
11,1,1,0,12
10,3,6,0,12
10,3,5,30,12
10,3,4,40,12
10,3,3,30,12
11,1,5,40,12
10,3,2,20,12
10,2,6,0,12
10,2,5,40,12
10,2,4,40,12
10,2,3,10,12
10,2,2,10,12
10,2,1,0,12
10,1,6,0,12
10,1,5,60,12
10,3,1,10,12
12,2,4,0,12
11,1,6,0,12
11,2,2,0,12
12,2,2,0,12
12,2,1,0,12
12,1,6,0,12
12,1,5,40,12
12,1,4,40,12
12,1,3,20,12
12,1,2,20,12
12,1,1,0,12
11,2,1,0,12
11,3,6,0,12
11,3,4,20,12
11,3,3,0,12
5,2,2,40,12
11,3,1,0,12
11,2,6,0,12
11,2,5,40,12
11,2,4,20,12
11,2,3,0,12
11,3,5,0,12
5,2,1,0,12
3,3,1,60,12
5,1,5,200,12
2,1,1,0,12
2,1,2,100,12
2,1,3,150,12
2,1,4,200,12
2,1,5,250,12
2,1,6,0,12
2,2,1,0,12
1,3,6,0,12
2,2,2,100,12
2,2,4,200,12
2,2,5,250,12
2,2,6,0,12
2,3,1,80,12
2,3,2,100,12
2,3,3,125,12
2,3,4,150,12
2,2,3,150,12
2,3,5,200,12
1,3,5,250,12
1,3,3,150,12
14,3,5,0,12
5,1,6,0,12
1,1,1,0,12
1,1,2,150,12
1,1,3,200,12
1,1,4,200,12
1,1,5,250,12
1,3,4,200,12
1,1,6,0,12
1,2,2,150,12
1,2,3,200,12
1,2,4,200,12
1,2,5,250,12
1,2,6,0,12
1,3,1,100,12
1,3,2,125,12
1,2,1,0,12
2,3,6,0,12
14,3,6,0,12
3,1,2,80,12
4,2,1,0,12
4,2,2,60,12
4,2,3,80,12
4,2,4,150,12
4,2,5,250,12
4,2,6,0,12
4,3,1,40,12
4,1,6,0,12
4,3,3,80,12
4,3,5,125,12
4,3,6,0,12
5,1,1,0,12
5,1,2,40,12
5,1,3,60,12
5,1,4,100,12
3,1,1,0,12
4,3,4,100,12
4,1,5,250,12
4,3,2,60,12
4,1,3,80,12
3,1,4,200,12
4,1,4,150,12
3,1,3,100,12
3,1,6,0,12
3,2,1,0,12
3,2,3,100,12
3,2,4,200,12
3,2,5,250,12
3,2,2,80,12
3,2,6,0,12
4,1,2,60,12
4,1,1,0,12
3,3,5,150,12
3,3,6,0,12
3,3,3,100,12
3,3,2,80,12
3,3,4,125,12
3,1,5,250,12
1,1,1,0,13
1,1,2,150,13
1,1,3,200,13
1,1,4,200,13
