CropId,LocationId,Amount,StaticDataVersionId
46,1,15,14
46,2,12.1,14
48,1,,14
48,2,,14
49,1,15.6,14
49,2,15.6,14
52,1,2.3,14
52,2,2.3,14
53,1,8.5,14
53,2,8.5,14
54,1,15,14
54,2,15,14
55,1,20,14
55,2,20,14
56,1,25,14
56,2,25,14
57,1,15.1,14
57,2,15.1,14
58,1,6.6,14
58,2,6.6,14
59,1,,14
59,2,,14
60,1,7.5,14
60,2,7.5,14
61,1,14,14
61,2,14,14
62,1,5.6,14
62,2,5.6,14
63,1,14,14
63,2,14,14
64,1,9.5,14
64,2,9.5,14
65,1,6.2,14
65,2,6.2,14
67,1,1.6,14
67,2,1.6,14
68,1,1.6,14
68,2,1.6,14
69,1,1.54,14
69,2,1.54,14
70,1,1.54,14
70,2,1.54,14
71,1,0.875,14
71,2,0.875,14
72,1,7,14
72,2,7,14
73,1,0.1,14
73,2,0.1,14
74,1,1,14
74,2,1,14
75,1,5,14
75,2,5,14
76,1,5,14
76,2,5,14
