CropId,SoilTestPotassiumRegionCode,PotassiumCropGroupRegionCode,StaticDataVersionId
5,2,3,10
3,1,4,10
7,2,3,10
40,1,5,10
1,2,4,10
1,3,3,10
1,1,4,10
40,2,5,10
40,3,5,10
33,1,5,10
33,3,5,10
33,2,5,10
46,3,4,10
67,2,2,10
67,3,2,10
30,1,5,10
72,1,4,10
60,3,5,10
72,3,3,10
32,3,5,10
28,3,4,10
28,2,4,10
28,1,4,10
64,2,5,10
64,1,5,10
32,1,5,10
32,2,5,10
9,1,3,10
27,2,5,10
62,3,4,10
4,3,4,10
27,1,5,10
27,3,5,10
62,1,4,10
60,1,5,10
64,3,5,10
31,2,5,10
14,3,6,10
24,1,2,10
24,3,2,10
62,2,4,10
24,2,2,10
8,3,2,10
8,2,3,10
8,1,3,10
31,3,5,10
26,2,5,10
26,1,5,10
72,2,4,10
60,2,5,10
26,3,5,10
4,1,4,10
4,2,4,10
31,1,5,10
9,2,3,10
9,3,2,10
22,3,2,12
67,1,2,12
67,2,2,12
67,3,2,12
14,1,6,12
14,2,6,12
22,2,2,12
14,3,6,12
68,2,2,12
23,1,2,12
65,2,5,12
25,3,2,12
26,1,5,12
62,1,4,12
62,2,4,12
62,3,4,12
25,2,2,12
25,1,2,12
63,1,5,12
63,2,5,12
65,3,5,12
63,3,5,12
23,2,2,12
24,3,2,12
24,2,2,12
24,1,2,12
64,1,5,12
64,2,5,12
64,3,5,12
68,1,2,12
65,1,5,12
23,3,2,12
22,1,2,12
5,2,3,12
7,1,3,12
8,1,3,12
8,2,3,12
8,3,2,12
73,1,4,12
9,1,3,12
9,2,3,12
9,3,2,12
13,3,6,12
13,2,6,12
13,1,6,12
1,1,4,12
74,3,5,12
10,2,6,12
10,3,6,12
73,2,5,12
73,3,5,12
74,2,5,12
74,1,4,12
11,1,6,12
11,2,6,12
11,3,6,12
12,1,6,12
10,1,6,12
68,3,2,12
1,2,4,12
6,3,2,12
7,2,3,12
7,3,2,12
69,1,2,12
69,2,2,12
69,3,2,12
16,3,6,12
5,3,2,12
61,3,5,12
70,1,2,12
70,2,2,12
1,3,3,12
70,3,2,12
16,1,6,12
5,1,3,12
3,1,4,12
3,2,4,12
3,3,3,12
15,3,6,12
15,2,6,12
15,1,6,12
6,1,3,12
6,2,3,12
16,2,6,12
61,2,5,12
12,3,6,12
26,2,5,12
71,1,3,12
2,2,4,12
2,3,3,12
31,3,5,12
31,2,5,12
45,1,4,12
45,2,4,12
45,3,4,12
31,1,5,12
48,1,5,12
48,2,5,12
48,3,5,12
57,3,5,12
57,2,5,12
57,1,5,12
49,1,5,12
49,2,5,12
49,3,5,12
61,1,5,12
30,2,5,12
30,1,5,12
52,1,4,12
52,2,4,12
43,3,5,12
52,3,4,12
43,2,5,12
71,2,3,12
33,3,5,12
33,2,5,12
33,1,5,12
35,1,5,12
35,2,5,12
35,3,5,12
72,3,3,12
37,1,5,12
37,2,5,12
37,3,5,12
72,2,4,12
72,1,4,12
32,3,5,12
39,1,4,12
39,2,4,12
39,3,5,12
2,1,4,12
32,2,5,12
32,1,5,12
40,1,5,12
40,2,5,12
40,3,5,12
71,3,2,12
43,1,5,12
53,1,5,12
30,3,5,12
36,2,5,12
60,1,5,12
34,3,5,12
55,3,5,12
4,2,4,12
56,1,5,12
56,2,5,12
56,3,5,12
36,3,5,12
59,2,5,12
53,2,5,12
27,3,5,12
27,2,5,12
58,1,5,12
59,3,5,12
58,2,5,12
58,3,5,12
4,3,4,12
27,1,5,12
36,1,5,12
60,3,5,12
60,2,5,12
55,1,5,12
53,3,5,12
26,3,5,12
46,3,4,12
46,2,4,12
46,1,4,12
28,3,4,12
12,2,6,12
55,2,5,12
54,2,5,12
54,3,5,12
54,1,5,12
28,2,4,12
34,1,5,12
28,1,4,12
34,2,5,12
4,1,4,12
59,1,5,12
1,1,4,13
1,2,4,13
1,3,3,13
2,1,4,13
2,2,4,13
2,3,3,13
3,1,4,13
3,2,4,13
3,3,3,13
4,1,4,13
4,2,4,13
4,3,4,13
5,1,3,13
5,2,3,13
5,3,2,13
6,1,3,13
6,2,3,13
6,3,2,13
7,1,3,13
7,2,3,13
7,3,2,13
8,1,3,13
8,2,3,13
8,3,2,13
9,1,3,13
9,2,3,13
9,3,2,13
10,1,6,13
10,2,6,13
10,3,6,13
11,1,6,13
11,2,6,13
11,3,6,13
12,1,6,13
12,2,6,13
12,3,6,13
13,1,6,13
13,2,6,13
13,3,6,13
14,1,6,13
14,2,6,13
14,3,6,13
15,1,6,13
15,2,6,13
15,3,6,13
16,1,6,13
16,2,6,13
16,3,6,13
22,1,2,13
22,2,2,13
22,3,2,13
23,1,2,13
23,2,2,13
23,3,2,13
24,1,2,13
24,2,2,13
24,3,2,13
25,1,2,13
25,2,2,13
25,3,2,13
26,1,5,13
26,2,5,13
26,3,5,13
27,1,5,13
27,2,5,13
27,3,5,13
28,1,4,13
28,2,4,13
28,3,4,13
30,1,5,13
30,2,5,13
30,3,5,13
31,1,5,13
31,2,5,13
31,3,5,13
32,1,5,13
32,2,5,13
32,3,5,13
33,1,5,13
33,2,5,13
33,3,5,13
34,1,5,13
34,2,5,13
34,3,5,13
35,1,5,13
35,2,5,13
35,3,5,13
36,1,5,13
36,2,5,13
36,3,5,13
37,1,5,13
37,2,5,13
37,3,5,13
39,1,4,13
39,2,4,13
39,3,5,13
40,1,5,13
40,2,5,13
40,3,5,13
43,1,5,13
43,2,5,13
43,3,5,13
45,1,4,13
45,2,4,13
45,3,4,13
46,1,4,13
46,2,4,13
46,3,4,13
48,1,5,13
48,2,5,13
48,3,5,13
49,1,5,13
49,2,5,13
49,3,5,13
52,1,4,13
52,2,4,13
52,3,4,13
53,1,5,13
53,2,5,13
53,3,5,13
54,1,5,13
54,2,5,13
54,3,5,13
55,1,5,13
55,2,5,13
55,3,5,13
56,1,5,13
56,2,5,13
56,3,5,13
57,1,5,13
57,2,5,13
57,3,5,13
58,1,5,13
58,2,5,13
58,3,5,13
59,1,5,13
59,2,5,13
59,3,5,13
60,1,5,13
60,2,5,13
60,3,5,13
61,1,5,13
61,2,5,13
61,3,5,13
62,1,4,13
62,2,4,13
62,3,4,13
63,1,5,13
63,2,5,13
63,3,5,13
64,1,5,13
64,2,5,13
64,3,5,13
65,1,5,13
65,2,5,13
65,3,5,13
67,1,2,13
67,2,2,13
67,3,2,13
68,1,2,13
68,2,2,13
68,3,2,13
69,1,2,13
69,2,2,13
69,3,2,13
70,1,2,13
70,2,2,13
70,3,2,13
71,1,3,13
71,2,3,13
71,3,2,13
72,1,4,13
72,2,4,13
72,3,3,13
73,1,4,13
73,2,5,13
73,3,5,13
74,1,4,13
74,2,5,13
74,3,5,13
1,1,4,14
1,2,4,14
1,3,3,14
2,1,4,14
2,2,4,14
2,3,3,14
3,1,4,14
3,2,4,14
3,3,3,14
4,1,4,14
4,2,4,14
4,3,4,14
5,1,3,14
5,2,3,14
5,3,2,14
6,1,3,14
6,2,3,14
6,3,2,14
7,1,3,14
7,2,3,14
7,3,2,14
8,1,3,14
8,2,3,14
8,3,2,14
9,1,3,14
9,2,3,14
9,3,2,14
10,1,6,14
10,2,6,14
10,3,6,14
11,1,6,14
11,2,6,14
11,3,6,14
12,1,6,14
12,2,6,14
12,3,6,14
13,1,6,14
13,2,6,14
13,3,6,14
14,1,6,14
14,2,6,14
14,3,6,14
15,1,6,14
15,2,6,14
15,3,6,14
16,1,6,14
16,2,6,14
16,3,6,14
22,1,2,14
22,2,2,14
22,3,2,14
23,1,2,14
23,2,2,14
23,3,2,14
24,1,2,14
24,2,2,14
24,3,2,14
25,1,2,14
25,2,2,14
25,3,2,14
26,1,5,14
26,2,5,14
26,3,5,14
27,1,5,14
27,2,5,14
27,3,5,14
28,1,4,14
28,2,4,14
28,3,4,14
30,1,5,14
30,2,5,14
30,3,5,14
31,1,5,14
31,2,5,14
31,3,5,14
32,1,5,14
32,2,5,14
32,3,5,14
33,1,5,14
33,2,5,14
33,3,5,14
34,1,5,14
34,2,5,14
34,3,5,14
35,1,5,14
35,2,5,14
35,3,5,14
36,1,5,14
36,2,5,14
36,3,5,14
37,1,5,14
37,2,5,14
37,3,5,14
39,1,4,14
39,2,4,14
39,3,5,14
40,1,5,14
40,2,5,14
40,3,5,14
43,1,5,14
43,2,5,14
43,3,5,14
45,1,4,14
45,2,4,14
45,3,4,14
46,1,4,14
46,2,4,14
46,3,4,14
48,1,5,14
48,2,5,14
48,3,5,14
49,1,5,14
49,2,5,14
49,3,5,14
52,1,4,14
52,2,4,14
52,3,4,14
53,1,5,14
53,2,5,14
53,3,5,14
54,1,5,14
54,2,5,14
54,3,5,14
55,1,5,14
55,2,5,14
55,3,5,14
56,1,5,14
56,2,5,14
56,3,5,14
57,1,5,14
57,2,5,14
57,3,5,14
58,1,5,14
58,2,5,14
58,3,5,14
59,1,5,14
59,2,5,14
59,3,5,14
60,1,5,14
60,2,5,14
60,3,5,14
61,1,5,14
61,2,5,14
61,3,5,14
62,1,4,14
62,2,4,14
62,3,4,14
63,1,5,14
63,2,5,14
63,3,5,14
64,1,5,14
64,2,5,14
64,3,5,14
65,1,5,14
65,2,5,14
65,3,5,14
67,1,2,14
67,2,2,14
67,3,2,14
68,1,2,14
68,2,2,14
68,3,2,14
69,1,2,14
69,2,2,14
69,3,2,14
70,1,2,14
70,2,2,14
70,3,2,14
71,1,3,14
71,2,3,14
71,3,2,14
72,1,4,14
72,2,4,14
72,3,3,14
73,1,4,14
73,2,5,14
73,3,5,14
74,1,4,14
74,2,5,14
74,3,5,14
